index,Area,Unit Price (Saleable)int,gain/loss
66713,Siu Sai Wan,7783,
66714,San Po Kong,7491,1
66715,Ngau Chi Wan,14996,1
66716,Sai Wan Ho,21679,1
66717,Sai Wan Ho,22815,1
66718,Kai Tak New Area,21733,1
66719,Kam Tin,15152,
66720,Whampoa,17458,1
66721,Cheung Sha Wan,20804,1
66722,Tsuen Wan West,20116,1
66723,Sham Tseng,12871,1
66724,Sham Tseng,13168,1
66725,North Point,16985,1
66726,North Point,10935,1
66727,North Point,14205,
66728,North Point,14817,1
66729,Tsuen Wan West,15789,1
66730,Tsuen Wan West,20408,1
66731,Tsuen King Circuit,11730,
66732,Sai Wan Ho,15011,1
66733,Sai Wan Ho,18152,1
66734,Tsuen Wan West,17932,1
66735,Cheung Sha Wan,16699,1
66736,Sheung Kwai Chung,12679,
66737,Sheung Kwai Chung,14903,1
66738,Wong Tai Sin,12868,
66739,Siu Sai Wan,17292,1
66740,Ma Wan,12786,1
66741,Lantau,8759,1
66742,Tsz Wan Shan,14831,1
66743,Belvedere,11335,
66744,Whampoa,14978,
66745,Sham Shui Po,9792,1
66746,Whampoa,18465,1
66747,Sham Shui Po,15326,1
66748,Tuen Mun South,8108,
66749,Yuen Long Town Centre,11905,1
66750,Tin Shui Wai,10529,1
66751,Sham Tseng,13244,1
66752,Tsuen Wan West,,1
66753,Tuen Mun Town Centre,12207,1
66754,Tuen Mun Town Centre,15768,1
66755,Tuen Mun Town Centre,12376,1
66756,Tuen Mun Town Centre,11893,1
66757,Tuen Mun Town Centre,14873,1
66758,Mid-Levels Central,25480,1
66759,To Kwa Wan,7845,
66760,Tuen Mun Town Centre,14055,1
66761,To Kwa Wan,15679,1
66762,To Kwa Wan,18654,1
66763,Shau Kei Wan,16279,1
66764,Shau Kei Wan,18772,1
66765,Tuen Mun Ferry Pier,13151,1
66766,Hung Hom,18000,1
66767,Tsuen King Circuit,11009,1
66768,Discovery Park,15106,1
66769,Lung Ping,20591,1
66770,Ap Lei CHau,15729,
66771,Tsuen King Circuit,15263,1
66772,Long Ping,17143,1
66773,Hung Hom,16806,1
66774,Long Ping,10642,1
66775,Long Ping,16667,1
66776,Ap Lei CHau,10499,
66777,Kowloon Bay,14128,
66778,Kowloon Bay,12942,
66779,South Horizons,16366,1
66780,Tsing Yi,11983,
66781,Tsing Yi,12584,
66782,Tsing Yi,15122,1
66783,Tsing Yi,14731,1
66784,Prince Edward,7200,1
66785,Tsing Yi,14059,1
66786,Tsing Yi,16641,1
66787,Tsuen King Circuit,10625,1
66788,Tsuen King Circuit,11696,1
66789,Shau Kei Wan,17910,1
66790,Yuen Long Town Centre,10377,1
66791,Tin Shui Wai,11031,1
66792,Tin Shui Wai,8998,1
66793,Sheung Wan,25286,1
66794,Sheung Wan,22099,1
66795,San Po Kong,10839,
66796,Sheung Wan,19759,1
66797,Sheung Wan,18044,1
66798,Olympic Station,20746,1
66799,Sheung Kwai Chung,13514,1
66800,Yuen Long Station,13519,
66801,Wong Tai Sin,6711,
66802,Wong Tai Sin,15838,
66803,Tsuen Wan Hoi Bun,14286,1
66804,Tsuen Wan Hoi Bun,13317,1
66805,Kwun Tong,13117,
66806,Sheung Wan,16562,1
66807,Siu Hong,13223,1
66808,Tin Shui Wai,6917,
66809,Tin Shui Wai,11228,1
66810,Discovery Park,15801,1
66811,Discovery Park,14535,1
66812,Hung Hom,6800,
66813,Pat Heung South,,1
66814,Tsing Yi,16011,1
66815,Tsing Yi,12393,
66816,Happy Valley,19880,1
66817,Lai King,10618,
66818,Sai Ying Pun,20488,1
66819,Siu Hong,10435,1
66820,Yuen Long South New Development Area,9820,1
66821,Siu Hong,15092,1
66822,Siu Hong,9132,
66823,Sai Ying Pun,22866,1
66824,Tai Hang,22769,1
66825,Tai Hang,24342,1
66826,Sheung Wan,21578,1
66827,Tsuen Wan Hoi Bun,14218,1
66828,Anderson,7833,
66829,Sheung Wan,25843,1
66830,Lam Tin,15458,1
66831,Tuen Mun Ferry Pier,11628,1
66832,Sai Ying Pun,19919,1
66833,Tuen Mun San Hui,11455,1
66834,Happy Valley,25090,
66835,Sham Shui Po,8079,1
66836,Wan Chai,27168,1
66837,Wan Chai,26021,1
66838,Tsing Yi,12545,
66839,Tsing Yi,16949,1
66840,Sham Shui Po,17892,
66841,Kam Tin,13223,0
66842,Sham Shui Po,7671,1
66843,Sham Shui Po,22148,1
66844,Cheung Sha Wan,16892,1
66845,Sham Shui Po,16550,
66846,Kam Tin,12854,
66847,Kai Tak New Area,24307,
66848,Kam Tin,13272,
66849,Shek Tong Tsui,11831,1
66850,Shau Kei Wan,13218,
66851,Tsing Yi,12371,1
66852,Lantau,10907,1
66853,Mei Foo,14125,1
66854,Tsuen Wan West,14684,1
66855,Belvedere,12167,
66856,Tsuen Wan West,15743,1
66857,Yiu Tung,12099,
66858,Tsuen Wan West,19221,1
66859,Yuen Long Town Centre,7111,1
66860,Yuen Long Town Centre,9328,
66861,Kowloon City,15000,1
66862,Diamond Hill,17950,1
66863,Ha Kwai Chung,18388,1
66864,Tsuen Wan Town Centre,11136,1
66865,Laguna,19058,1
66866,Ho Man Tin,13091,1
66867,Ho Man Tin,18711,1
66868,Ho Man Tin,14516,1
66869,Laguna,20009,1
66870,Laguna,17422,1
66871,Mid-Levels West,22082,1
66872,South Horizons,15773,0
66873,Tsuen Wan West,14388,1
66874,Mei Foo,13584,1
66875,Discovery Bay,9958,1
66876,Mei Foo,14486,1
66877,Tsuen Wan Town Centre,12870,
66878,Tsuen Wan Town Centre,15707,1
66879,Tai Kok Tsui,16927,1
66880,Chi Lok,9364,1
66881,Nam Cheong Station,23640,1
66882,To Kwa Wan,15442,
66883,Nam Cheong Station,31332,
66884,Nam Cheong Station,25209,
66885,To Kwa Wan,7177,
66886,To Kwa Wan,14541,1
66887,To Kwa Wan,9521,1
66888,To Kwa Wan,15129,1
66889,To Kwa Wan,9413,
66890,Ha Kwai Chung,10887,1
66891,Ha Kwai Chung,14164,1
66892,Ha Kwai Chung,12705,1
66893,Ha Kwai Chung,10022,1
66894,Ha Kwai Chung,16019,1
66895,Ha Kwai Chung,13246,1
66896,Ha Kwai Chung,10412,
66897,Sham Tseng,13262,1
66898,Sham Shui Po,19784,
66899,Sham Tseng,9866,1
66900,Discovery Bay,12889,1
66901,Discovery Bay,10548,1
66902,Tsuen Wan Town Centre,16667,1
66903,Tin Shui Wai,10730,1
66904,Tin Shui Wai,8814,
66905,Tin Shui Wai,7512,
66906,Tin Shui Wai,6968,
66907,Yuen Long Town Centre,13274,
66908,Deep Bay,13194,
66909,Tsuen Wan West,20374,1
66910,Sham Tseng,12191,1
66911,Belvedere,13418,1
66912,Yau Tong,25063,
66913,Yau Tong,25266,
66914,Pok Fu Lam,16497,1
66915,Mei Foo,14615,1
66916,Belvedere,12879,1
66917,Tsuen Wan West,16399,1
66918,Shap Pat Heung,14784,1
66919,Tsuen King Circuit,12963,1
66920,Tuen Mun North,10779,
66921,Tuen Mun Ferry Pier,11010,
66922,Tuen Mun North,13503,1
66923,Yuen Long Town Centre,15637,1
66924,Tin Shui Wai,10892,1
66925,Discovery Park,14286,1
66926,Discovery Bay,13885,1
66927,Ho Man Tin,15060,
66928,Mid-Levels West,29416,1
66929,Discovery Bay,11543,1
66930,Kowloon Bay,13759,
66931,Taikoo Shing,23485,1
66932,Taikoo Shing,17131,1
66933,Tuen Mun South,9507,
66934,Mid-Levels West,19769,1
66935,Tuen Mun South,7770,
66936,Tuen Mun South,12954,1
66937,Tuen Mun South,11891,1
66938,Ho Man Tin,17436,1
66939,Mid-Levels West,17572,1
66940,Discovery Bay,11143,1
66941,Discovery Bay,10347,1
66942,Kowloon Bay,18246,1
66943,Tin Shui Wai,7077,
66944,Tsuen Wan Town Centre,13122,1
66945,Tsuen Wan Town Centre,12968,1
66946,Yuen Long Station,16566,1
66947,Four Little Dragons,15110,1
66948,Four Little Dragons,17686,1
66949,Siu Lam,9776,1
66950,Tai Hang,24159,1
66951,Kennedy Town,14534,1
66952,Palm Springs / Fairview,9949,1
66953,So Kwun Wat,10317,1
66954,So Kwun Wat,17206,
66955,So Kwun Wat,16727,
66956,Tung Chung Town Centre,13711,1
66957,So Kwun Wat,15755,
66958,Tung Chung Town Centre,12234,1
66959,Au Tau,10226,1
66960,Mong Kok,14172,1
66961,Tung Chung Town Centre,10158,1
66962,Kowloon Station,18882,1
66963,Kennedy Town,18443,1
66964,Tai Kok Tsui,18208,1
66965,San Po Kong,,
66966,Tsim Sha Tsui,12012,1
66967,Lam Tei,11086,1
66968,Lam Tin,10652,
66969,Lam Tin,15307,1
66970,Kowloon Station,20000,1
66971,Four Little Dragons,17916,1
66972,Four Little Dragons,18405,1
66973,Four Little Dragons,15810,1
66974,Au Tau,11806,1
66975,Au Tau,11667,1
66976,Tung Chung Town Centre,11685,1
66977,Tung Chung Town Centre,13274,1
66978,Kwun Tong,10062,
66979,Lok Fu,11715,
66980,Tung Chung Town Centre,14828,1
66981,Tung Chung Town Centre,14335,1
66982,Tung Chung Town Centre,12774,1
66983,Kwun Tong,10247,
66984,Tai Wo Hau,12973,1
66985,Kennedy Town,15244,1
66986,Ma Tau Wai,10181,1
66987,Kowloon City,9861,
66988,Au Tau,13608,1
66989,Tsuen Wan Town Centre,15048,1
66990,Tai Kok Tsui,15299,1
66991,Tai Kok Tsui,24383,
66992,Yuen Long Station,12788,1
66993,Yuen Long Station,16146,1
66994,Kowloon City,10289,
66995,Diamond Hill,16695,1
66996,Kowloon City,10076,
66997,Kowloon City,11410,
66998,Kowloon City,20435,1
66999,Lai Wan,14961,1
67000,To Kwa Wan,19391,1
67001,Nam Cheong Station,29645,
67002,Nam Cheong Station,29252,
67003,Tai Kok Tsui,26096,
67004,Tai Kok Tsui,9337,1
67005,Tai Kok Tsui,7686,1
67006,Tai Kok Tsui,18393,1
67007,Tai Kok Tsui,12903,1
67008,Kowloon City,11491,
67009,Tai Kok Tsui,18175,1
67010,Yuen Long Station,16540,1
67011,Tsuen Wan Mid-levels,11287,1
67012,Tsuen Wan Mid-levels,13117,1
67013,Tuen Mun San Hui,14184,1
67014,Tuen Mun San Hui,11258,1
67015,Jordan,13129,
67016,Tuen Mun San Hui,15959,
67017,Kwun Tong,11530,1
67018,Lam Tin,13002,
67019,Lam Tin,15073,
67020,Wong Tai Sin,13470,
67021,Yuen Long Station,16170,1
67022,Kwun Tong,13629,1
67023,Yuen Long Station,13652,1
67024,Tuen Mun San Hui,11570,1
67025,Ma Tau Wai,23619,1
67026,Ma Tau Wai,18006,1
67027,Kowloon City,10461,
67028,Kowloon City,19557,1
67029,Repulse Bay,27830,1
67030,Quarry Bay,11732,
67031,Tuen Mun South,8953,
67032,Discovery Bay,16500,
67033,Tin Shui Wai,11759,1
67034,Kowloon Bay,13646,1
67035,Aberdeen,14325,1
67036,Lantau,12571,1
67037,Sham Shui Po,10797,
67038,Repulse Bay,33287,1
67039,Discovery Bay,8081,1
67040,Tuen Mun South,13793,1
67041,Discovery Bay,17629,
67042,Discovery Bay,14969,
67043,Yau Yat Tsuen,20215,1
67044,Choi Hung,15948,1
67045,Tai Hang Mid-Levels,23715,1
67046,Tai Hang Mid-Levels,16373,1
67047,Kowloon Bay,14737,1
67048,Mong Kok,9850,
67049,Mong Kok,19158,1
67050,Mong Kok,8192,1
67051,Ap Lei CHau,17801,1
67052,Nam Cheong Station,36041,
67053,Kai Tak New Area,24638,
67054,Kai Tak New Area,26111,
67055,Tuen Mun South,11725,1
67056,Kai Tak New Area,26760,
67057,Kennedy Town,15743,1
67058,Sai Wan Ho,12603,
67059,Choi Hung,14242,1
67060,Choi Hung,15191,1
67061,Sai Wan Ho,13205,
67062,Kai Tak New Area,23915,
67063,Kowloon Bay,13170,
67064,North Point,16129,1
67065,Kowloon Bay,17671,1
67066,North Point,14260,1
67067,Lam Tin,15441,1
67068,North Point,20098,1
67069,Yuen Long Town Centre,7481,
67070,Yuen Long Town Centre,13343,1
67071,North Point,16109,1
67072,Shau Kei Wan,14301,1
67073,So Kwun Wat,9455,
67074,Tai Kok Tsui,12149,
67075,So Kwun Wat,17200,
67076,North Point,16674,1
67077,North Point,19105,1
67078,North Point,14327,1
67079,North Point,19169,
67080,North Point,10556,1
67081,Tai Kok Tsui,10909,1
67082,Yuen Long Town Centre,16227,1
67083,Lam Tin,14081,1
67084,Siu Sai Wan,9199,
67085,Lam Tin,6246,
67086,Discovery Bay,14359,
67087,Discovery Bay,9007,1
67088,Discovery Bay,10299,1
67089,San Po Kong,8737,
67090,Discovery Park,15895,1
67091,Tung Chung Town Centre,14687,1
67092,Causeway Bay,15070,1
67093,Sheung Kwai Chung,14772,1
67094,Tung Chung Town Centre,14370,1
67095,Sheung Wan,20709,1
67096,Sheung Wan,21700,0
67097,Kowloon City,9794,1
67098,Kowloon City,17755,1
67099,Sham Shui Po,21667,1
67100,Tai Kok Tsui,15323,
67101,Mid-Levels West,19029,1
67102,Shau Kei Wan,11977,
67103,Nam Cheong Station,35290,
67104,Yuk Kwai Shan Wan Poon,33598,1
67105,So Kwun Wat,17244,
67106,Wan Chai,25282,1
67107,Kennedy Town,19231,1
67108,South Horizons,15663,1
67109,Quarry Bay,20308,
67110,Tin Hau,18094,1
67111,Yau Tong,12953,1
67112,Ap Lei CHau,13645,
67113,Sham Shui Po,8974,
67114,Lau Fau Shan,12466,1
67115,Shek Tong Tsui,19939,1
67116,Shek Tong Tsui,10882,1
67117,Yuk Kwai Shan Wan Poon,19668,1
67118,Whampoa,17595,1
67119,Whampoa,16130,1
67120,Whampoa,16823,1
67121,Lam Tei,11511,1
67122,Wan Chai,22299,1
67123,So Kwun Wat,15762,
67124,Quarry Bay,16914,1
67125,Stanley,13913,1
67126,So Kwun Wat,16494,
67127,Yuk Kwai Shan Wan Poon,21529,1
67128,Tuen Mun South,11893,
67129,Tsuen Wan West,18868,1
67130,Tsuen Wan West,14316,1
67131,Tung Chung Town Centre,13734,1
67132,Tsuen Wan West,20000,1
67133,Kwun Tong,10204,1
67134,Kwun Tong,13369,1
67135,Mid-Levels West,20901,1
67136,Mid-Levels Central,71937,
67137,Mid-Levels West,21390,1
67138,Siu Sai Wan,14155,
67139,Tsuen Wan West,16064,1
67140,Happy Valley,22551,1
67141,So Kwun Wat,17630,
67142,Kennedy Town,19753,1
67143,So Kwun Wat,16643,
67144,Jordan,12246,1
67145,Chai Wan,12103,
67146,Ho Man Tin,17255,1
67147,Sai Ying Pun,28559,
67148,Sai Ying Pun,19192,1
67149,North Point Mid-Levels,13928,0
67150,Yuen Long Station,11515,1
67151,Long Ping,14973,
67152,North Point Mid-Levels,18175,1
67153,Ho Man Tin,13834,1
67154,Luk Yeung,15685,1
67155,Prince Edward,10104,
67156,Tuen Mun South,11577,1
67157,Kowloon Tong,15983,1
67158,Aberdeen,14558,
67159,Ha Kwai Chung,12678,1
67160,Yuen Long Station,17539,
67161,Ho Man Tin,12284,
67162,Ho Man Tin,18410,
67163,Wan Chai,16787,1
67164,Kennedy Town,20059,1
67165,Yau Ma Tei,15730,1
67166,Tung Chung Town Centre,14764,1
67167,Tsuen Wan West,21780,1
67168,Tuen Mun South,11342,1
67169,Ho Man Tin,19460,1
67170,Tuen Mun South,9535,
67171,Tuen Mun South,13148,1
67172,Ho Man Tin,20137,0
67173,Ho Man Tin,16703,1
67174,Chi Lok,11125,1
67175,So Kwun Wat,9291,1
67176,Ho Man Tin,14898,1
67177,Tai Kok Tsui,12635,
67178,Pok Fu Lam,15561,1
67179,Tuen Mun North,11745,1
67180,To Kwa Wan,19231,1
67181,Pok Fu Lam,17933,1
67182,Kornhill,14504,
67183,Tuen Mun Town Centre,20184,1
67184,Tuen Mun Town Centre,17131,1
67185,Jordan,13796,1
67186,To Kwa Wan,9896,1
67187,So Kwun Wat,12169,1
67188,To Kwa Wan,18899,1
67189,To Kwa Wan,20222,1
67190,Olympic Station,19509,1
67191,Heng Fa Chuen,18345,1
67192,Kam Tin,13158,1
67193,Kam Tin,19200,
67194,Kam Tin,13267,
67195,To Kwa Wan,17404,1
67196,Cheung Sha Wan,20520,1
67197,Tuen Mun Ferry Pier,8968,
67198,Tuen Mun Ferry Pier,12786,1
67199,Tuen Mun Ferry Pier,9825,
67200,Cheung Sha Wan,16951,1
67201,Hung Hom,17901,1
67202,Hung Hom,18702,1
67203,Tsing Yi,17940,
67204,Ma Tau Wai,8639,
67205,Cheung Sha Wan,15521,1
67206,Cheung Sha Wan,17137,1
67207,Cheung Sha Wan,13183,1
67208,Cheung Sha Wan,14604,1
67209,Ma Tau Wai,13877,1
67210,Taikoo Shing,17440,1
67211,Taikoo Shing,18305,1
67212,Kam Tin,13222,
67213,So Kwun Wat,16388,
67214,Olympic Station,23572,1
67215,Mid-Levels West,22897,1
67216,Tung Chung Town Centre,12778,1
67217,Mid-Levels West,17695,
67218,Anderson,8257,
67219,Ma Wan,13867,1
67220,Tuen Mun San Hui,10256,
67221,Sham Tseng,13192,1
67222,So Kwun Wat,24691,
67223,To Kwa Wan,10081,1
67224,Tuen Mun San Hui,11587,
67225,So Kwun Wat,15472,
67226,To Kwa Wan,9770,
67227,Tung Chung Town Centre,12270,1
67228,Mei Foo,18495,1
67229,Tung Chung Town Centre,12773,1
67230,Tuen Mun San Hui,12116,1
67231,Pok Fu Lam,17249,1
67232,Tsuen Wan Hoi Bun,13778,1
67233,So Kwun Wat,11608,1
67234,Ngau Tam Mei,11787,
67235,Siu Lam,6301,
67236,Ma Wan,12569,1
67237,Wong Tai Sin,17797,1
67238,Ping Shan,14500,
67239,Ping Shan,14142,
67240,Au Tau,11194,1
67241,Tin Shui Wai,11746,1
67242,Kowloon Station,20663,1
67243,Tin Shui Wai,12205,1
67244,Tin Shui Wai,10938,1
67245,Tsuen King Circuit,11252,1
67246,Tsuen King Circuit,13607,1
67247,Kowloon City,13672,1
67248,Central,17227,1
67249,Kowloon City,13387,1
67250,Kowloon City,13588,1
67251,Kowloon City,10000,1
67252,Wong Tai Sin,10609,1
67253,Wong Tai Sin,12190,
67254,Tsuen King Circuit,10989,1
67255,Mid-Levels West,17103,
67256,Tin Shui Wai,11830,1
67257,Yau Tong,8202,
67258,Tsing Yi,10315,
67259,Tsing Yi,12246,1
67260,Tsuen King Circuit,14252,1
67261,Au Tau,11601,1
67262,Au Tau,13527,1
67263,Nam Cheong Station,26427,
67264,Nam Cheong Station,46000,
67265,Nam Cheong Station,26226,
67266,Nam Cheong Station,24187,
67267,Au Tau,12365,1
67268,Tsing Yi,15342,1
67269,Sai Ying Pun,31965,
67270,To Kwa Wan,19091,1
67271,Four Little Dragons,19065,1
67272,Four Little Dragons,17924,1
67273,Sai Ying Pun,25382,
67274,Sai Ying Pun,21119,1
67275,Ma Wan,11881,1
67276,Sham Shui Po,15496,1
67277,To Kwa Wan,19844,1
67278,Central,22628,1
67279,Kowloon Station,27451,1
67280,Ap Lei CHau,17801,1
67281,Tsuen King Circuit,11290,1
67282,Siu Hong,10392,1
67283,Tsuen King Circuit,16481,1
67284,Siu Hong,9137,
67285,Siu Hong,12571,1
67286,Siu Hong,10104,
67287,Yau Tong,7761,
67288,Tsing Yi,11602,
67289,Tsing Yi,11721,
67290,Palm Springs / Fairview,11119,1
67291,Tin Shui Wai,8004,
67292,Tai Hang,23962,1
67293,Tuen Mun North,11544,1
67294,North Point,15529,1
67295,North Point,13298,
67296,North Point,11498,1
67297,Aberdeen,16376,1
67298,Taikoo Shing,17953,1
67299,Tuen Mun Town Centre,15015,1
67300,Quarry Bay,15439,1
67301,Ho Man Tin,13623,
67302,Prince Edward,15723,1
67303,Hung Shui Kiu North New Development Area,11696,1
67304,Yuen Long Town Centre,11810,1
67305,Prince Edward,8538,1
67306,Hung Hom,20285,1
67307,To Kwa Wan,9848,
67308,South Horizons,15106,1
67309,North Point,24572,
67310,Belvedere,12399,
67311,Kornhill,15446,1
67312,Tung Chung Town Centre,11746,1
67313,Chai Wan,14697,
67314,Chai Wan,15009,1
67315,Sai Wan Ho,20773,1
67316,Kornhill,16862,1
67317,Kwun Tong,7304,
67318,Siu Lam,14475,
67319,Kornhill,18163,1
67320,Jordan,17585,1
67321,Lam Tin,9169,
67322,Tai Tam,24778,1
67323,Sai Wan Ho,12018,
67324,Tung Chung Town Centre,13787,1
67325,Tung Chung Town Centre,14834,1
67326,Quarry Bay,16906,1
67327,Four Little Dragons,17224,1
67328,Chai Wan,13333,1
67329,Cheung Sha Wan,13304,1
67330,Mid-Levels Central,26043,1
67331,So Kwun Wat,10483,1
67332,Mid-Levels West,19029,1
67333,To Kwa Wan,12165,1
67334,Prince Edward,17456,
67335,Mid-Levels West,21197,
67336,Tuen Mun South,11456,1
67337,Tin Shui Wai,6738,
67338,Tsuen Wan West,17658,1
67339,To Kwa Wan,11438,
67340,Kowloon Station,28020,1
67341,Discovery Bay,10152,0
67342,Sai Wan Ho,17791,1
67343,Yau Ma Tei,17749,1
67344,Shau Kei Wan,14634,1
67345,So Kwun Wat,12216,
67346,Lam Tei,12333,1
67347,Au Tau,14268,1
67348,Mid-Levels Central,17153,1
67349,Prince Edward,7296,1
67350,Lam Tei,11058,1
67351,South Horizons,17160,1
67352,Au Tau,13720,1
67353,Siu Sai Wan,13533,
67354,Siu Sai Wan,14153,
67355,Tuen Mun South,13218,1
67356,Tin Shui Wai,7905,
67357,So Kwun Wat,15217,
67358,Tuen Mun South,12455,
67359,Au Tau,14579,1
67360,To Kwa Wan,15841,
67361,Quarry Bay,18844,1
67362,Cheung Sha Wan,16913,1
67363,Tuen Mun North,14589,1
67364,Wah King,12209,1
67365,Tsing Lung Tau,16874,
67366,Tuen Mun Town Centre,12527,1
67367,Shau Kei Wan,17955,1
67368,Tsuen King Circuit,13061,1
67369,Diamond Hill,12823,
67370,Discovery Park,15717,1
67371,Tai Kok Tsui,23729,
67372,Yuen Long Station,16539,1
67373,Wan Chai,26406,1
67374,Sham Shui Po,13455,1
67375,Deep Bay,16213,
67376,Kowloon Bay,13514,
67377,Lam Tin,14874,
67378,Diamond Hill,18859,1
67379,Sai Ying Pun,26599,1
67380,Sai Ying Pun,17975,1
67381,Tsing Yi,13703,1
67382,Tsing Yi,15136,
67383,Ma Wan,11959,1
67384,Tuen Mun North,13965,1
67385,Tsuen Wan Hoi Bun,12864,
67386,Hung Hom,13589,1
67387,Tuen Mun Town Centre,13662,1
67388,Diamond Hill,10376,
67389,Kennedy Town,21463,1
67390,Tuen Mun Ferry Pier,12199,
67391,Tuen Mun Ferry Pier,10127,
67392,Tsuen King Circuit,13549,1
67393,Yau Tong,15588,1
67394,Ngau Tau Kok,11932,1
67395,Mid-Levels West,19629,1
67396,Sai Ying Pun,19993,1
67397,Four Little Dragons,17319,1
67398,Ho Man Tin,18826,1
67399,Tsuen Wan West,19391,1
67400,Ma Wan,11990,1
67401,Taikoo Shing,17956,1
67402,Central,19301,1
67403,North Point Mid-Levels,20355,1
67404,Jordan,15349,1
67405,Sham Shui Po,9422,1
67406,Pok Fu Lam,15221,1
67407,Pok Fu Lam,13912,1
67408,Happy Valley,21124,1
67409,Kam Tin,15542,
67410,Shap Pat Heung,11029,1
67411,Kam Tin,13953,1
67412,Shap Pat Heung,11199,1
67413,Lung Ping,19807,1
67414,Lung Ping,33829,1
67415,Happy Valley,38462,1
67416,Yuk Kwai Shan Wan Poon,21483,1
67417,Yuen Long Station,16425,1
67418,Tsing Yi,15707,1
67419,Four Little Dragons,17437,1
67420,Wong Tai Sin,9029,
67421,Siu Lam,10591,1
67422,Taikoo Shing,20828,1
67423,Tsuen Wan West,18657,1
67424,Prince Edward,17784,1
67425,Mid-Levels West,15600,1
67426,Shau Kei Wan,12583,
67427,Mei Foo,13010,1
67428,Quarry Bay,16947,1
67429,Mei Foo,13594,1
67430,Mei Foo,12448,1
67431,Mei Foo,15846,
67432,Tung Chung Town Centre,15026,1
67433,Four Little Dragons,18051,1
67434,Stanley,18543,1
67435,Four Little Dragons,17971,1
67436,Lok Fu,10324,
67437,Sham Shui Po,9363,1
67438,Lam Tin,11508,
67439,Aberdeen,16230,1
67440,Kai Tak New Area,21749,1
67441,Mei Foo,13070,1
67442,Kai Tak New Area,23893,
67443,Kennedy Town,21099,1
67444,Kai Tak New Area,25949,
67445,Kai Tak New Area,21368,1
67446,Nam Cheong Station,27886,
67447,Kai Tak New Area,26028,
67448,Kai Tak New Area,24427,
67449,Mid-Levels West,18456,1
67450,Tsuen Wan Town Centre,8811,1
67451,Lok Fu,12851,
67452,Ho Man Tin,14693,
67453,Kai Tak New Area,21027,1
67454,Causeway Bay,10491,
67455,Causeway Bay,18410,1
67456,Tin Shui Wai,11363,
67457,Kai Tak New Area,23381,
67458,To Kwa Wan,23550,1
67459,Shek Tong Tsui,27397,0
67460,To Kwa Wan,9789,
67461,Nam Cheong Station,27390,
67462,Cheung Sha Wan,15401,1
67463,Hung Shui Kiu North New Development Area,8294,1
67464,Nam Cheong Station,28048,
67465,Kowloon Station,19000,1
67466,Tai Kok Tsui,15645,1
67467,Kai Tak New Area,19685,0
67468,Yau Yat Tsuen,20285,1
67469,Sham Shui Po,7533,
67470,Kowloon Bay,14834,
67471,Cheung Sha Wan,15519,1
67472,Peak,116698,
67473,Pok Fu Lam,16629,1
67474,Sheung Wan,29187,1
67475,Kai Tak New Area,22810,1
67476,Kai Tak New Area,28089,
67477,Nam Cheong Station,25806,
67478,Sheung Kwai Chung,10405,1
67479,Sam Shing,10471,1
67480,Tin Shui Wai,11126,
